0,789
1,680
2,1757
3,330
4,91
5,1760
6,1429
7,1048
8,2073
9,249
10,1231
11,680
12,680
13,2073
14,78
15,1048
16,1667
17,151
18,1234
19,1658
20,1549
21,789
22,120
23,1532
24,349
25,1757
26,1760
27,1799
28,224
29,390
30,1323
31,1323
32,1234
33,1035
34,959
35,1273
36,1172
37,1310
38,816
39,1231
40,249
41,766
42,153
43,1399
44,697
45,1323
46,1877
47,1560
48,1247
49,1067
50,224
51,1719
52,1703
53,1150
54,471
55,249
56,330
57,1528
58,1666
59,995
60,1278
61,151
62,1664
63,426
64,1971
65,511
66,1122
67,1853
68,1528
69,995
70,995
71,1733
72,1699
73,1294
74,1720
75,259
76,120
77,1397
78,208
79,502
80,1626
81,1719
82,1023
83,799
84,330
85,330
86,730
87,1664
88,436
89,1302
90,1006
91,2060
92,303
93,519
94,33
95,1323
96,1323
97,1473
98,1532
99,591
100,1932
101,208
102,330
103,552
104,1806
105,639
106,1150
107,294
108,1150
109,33
110,655
111,1104
112,251
113,737
114,1020
115,1932
116,328
117,914
118,471
119,1862
120,871
121,1218
122,766
123,1719
124,1821
125,427
126,1669
127,552
128,1170
129,1505
130,1323
131,151
132,1703
133,44
134,208
135,475
136,533
137,1658
138,766
139,1760
140,474
141,49
142,1664
143,2073
144,1632
145,104
146,1002
147,218
148,731
149,914
150,1322
151,1564
152,176
153,655
154,1203
155,40
156,467
157,680
158,552
159,1507
160,1258
161,1567
162,176
163,1938
164,1323
165,303
166,1578
167,417
168,1877
169,153
170,1218
171,1287
172,1806
173,1966
174,1697
175,730
176,680
177,262
178,249
179,1067
180,702
181,1203
182,1518
183,965
184,1980
185,923
186,1723
187,1719
188,989
189,2060
190,1942
191,104
192,1265
193,1507
194,1310
195,1669
196,1437
197,468
198,1050
199,1150
200,803
201,805
202,1035
203,654
204,654
205,1528
206,805
207,654
208,1136
209,617
210,989
211,275
212,1020
213,58
214,1712
215,421
216,1043
217,1806
218,212
219,1715
220,1719
221,511
222,1278
223,1666
224,1374
225,1465
226,1597
227,2043
228,1697
229,1806
230,1597
231,823
232,639
233,1173
234,1549
235,595
236,1349
237,190
238,49
239,1658
240,1669
241,1658
242,322
243,1323
244,1536
245,499
246,1658
247,1877
248,1273
249,1932
250,789
251,1349
252,1658
253,789
254,1986
255,1521
256,10
257,335
258,1589
259,636
260,1250
261,1822
262,1006
263,1838
264,1828
265,586
266,1548
267,533
268,1278
269,923
270,1518
271,1972
272,2073
273,1582
274,224
275,213
276,1492
277,561
278,1166
279,1723
280,1726
281,1507
282,1864
283,451
284,1853
285,1278
286,2068
287,137
288,600
289,1658
290,841
291,1205
292,1358
293,174
294,1864
295,1104
296,1549
297,91
298,1549
299,1549
300,1792
301,1822
302,2024
303,914
304,1734
305,968
306,960
307,208
308,1620
309,151
310,959
311,1986
312,224
313,1703
314,1571
315,262
316,159
317,1310
318,1278
319,159
320,436
321,965
322,702
323,1946
324,636
325,2025
326,249
327,483
328,297
329,1877
330,1669
331,1703
332,1518
333,823
334,1002
335,1578
336,1986
337,262
338,297
339,1377
340,27
341,1088
342,1043
343,1723
344,94
345,633
346,823
347,1664
348,1703
349,655
350,1507
351,2060
352,1519
353,643
354,1119
355,398
356,1119
357,224
358,1423
359,1986
360,1423
361,1709
362,845
363,1532
364,965
365,1667
366,1067
367,1767
368,1272
369,82
370,195
371,1904
372,529
373,992
374,1559
375,1597
376,1530
377,595
378,647
379,212
380,511
381,697
382,436
383,1715
384,1971
385,1894
386,229
387,633
388,1952
389,1932
390,1938
391,474
392,637
393,1404
394,475
395,1559
396,1397
397,483
398,1559
399,1423
400,1795
401,311
402,989
403,13
404,1757
405,483
406,1822
407,373
408,117
409,36
410,1180
411,916
412,1806
413,1773
414,1632
415,426
416,760
417,549
418,595
419,1848
420,1011
421,725
422,643
423,1821
424,1726
425,499
426,1273
427,2015
428,1871
429,1917
430,1932
431,1207
432,1170
433,1023
434,1712
435,1664
436,1711
437,913
438,1667
439,1632
440,1114
441,655
442,218
443,125
444,774
445,1548
446,1519
447,1723
448,1709
449,212
450,346
451,224
452,914
453,483
454,980
455,1258
456,491
457,2066
458,1852
459,1580
460,1719
461,1877
462,552
463,58
464,249
465,1946
466,1323
467,262
468,1559
469,13
470,444
471,483
472,1877
473,1928
474,1273
475,1400
476,174
477,176
478,572
479,1877
480,122
481,1689
482,702
483,803
484,667
485,149
486,883
487,103
488,1904
489,584
490,500
491,1725
492,1519
493,458
494,728
495,968
496,1218
497,1148
498,2073
499,149
500,344
501,103
502,1053
503,1532
504,10
505,1860
506,1313
507,1757
508,465
509,596
510,1620
511,845
512,1218
513,173
514,1218
515,78
516,959
517,624
518,1664
519,1517
520,1589
521,1877
522,224
523,1620
524,339
525,1218
526,1519
527,173
528,1610
529,122
530,1013
531,1020
532,1932
533,1400
534,1877
535,649
536,789
537,1473
538,634
539,533
540,845
541,1723
542,923
543,97
544,173
545,1419
546,13
547,690
548,631
549,965
550,2063
551,1382
552,202
553,1349
554,1109
555,1381
556,1620
557,1568
558,466
559,600
560,1580
561,1038
562,1796
563,39
564,1135
565,202
566,1349
567,362
568,1658
569,841
570,1946
571,992
572,1663
573,510
574,1877
575,1785
576,1423
577,311
578,1168
579,1877
580,1150
581,1723
582,1518
583,1348
584,1963
585,1466
586,10
587,1273
588,1952
589,106
590,345
591,1620
592,989
593,1006
594,1473
595,1399
596,1157
597,1832
598,2044
599,676
600,1310
601,462
602,967
603,1400
604,1519
605,1519
606,1620
607,1907
608,995
609,436
610,1310
611,1347
612,1466
613,1882
614,1721
615,1663
616,599
617,1891
618,146
619,1972
620,841
621,427
622,1168
623,1578
624,400
625,1092
626,1023
627,1671
628,1237
629,480
630,1589
631,1041
632,1936
633,2073
634,841
635,437
636,596
637,2025
638,1250
639,436
640,511
641,1273
642,1822
643,1564
644,219
645,1860
646,146
647,1166
648,572
649,1232
650,552
651,1533
652,1986
653,13
654,2039
655,1744
656,224
657,1697
658,1473
659,1693
660,1349
661,335
662,842
663,328
664,1620
665,1876
666,452
667,1986
668,237
669,1952
670,235
671,697
672,1878
673,295
674,1325
675,989
676,993
677,1754
678,1115
679,644
680,1104
681,455
682,144
683,850
684,122
685,681
686,695
687,1571
688,970
689,1663
690,1732
691,719
692,345
693,1120
694,1980
695,508
696,339
697,1028
698,1881
699,921
700,1688
701,1273
702,719
703,993
704,717
705,919
706,1693
707,256
708,1936
709,1170
710,1783
711,1491
712,1048
713,1971
714,229
715,1979
716,1705
717,21
718,237
719,2028
720,1723
721,599
722,445
723,1999
724,1273
725,1584
726,938
727,1940
728,1846
729,345
730,1666
731,1268
732,235
733,1556
734,649
735,595
736,1232
737,1806
738,1519
739,115
740,1907
741,1787
742,1664
743,224
744,1257
745,962
746,13
747,1111
748,1703
749,1936
750,841
751,1390
752,1632
753,1971
754,103
755,1762
756,884
757,1507
758,1806
759,213
760,122
761,2036
762,1986
763,621
764,1697
765,149
766,213
767,1589
768,600
769,1589
770,94
771,1703
772,1956
773,1881
774,1268
775,1669
776,905
777,436
778,30
779,945
780,1848
781,1511
782,22
783,2051
784,1006
785,202
786,1108
787,1554
788,345
789,82
790,1986
791,923
792,1808
793,1081
794,1724
795,1679
796,1078
797,787
798,1013
799,1855
800,850
801,1832
802,697
803,621
804,2026
805,590
806,256
807,120
808,1642
809,1272
810,1878
811,980
812,500
813,153
814,1772
815,345
816,572
817,1694
818,1011
819,369
820,1877
821,1088
822,1567
823,1579
824,624
825,837
826,1914
827,433
828,1403
829,1278
830,1581
831,1510
832,202
833,1867
834,988
835,312
836,78
837,1122
838,256
839,1796
840,803
841,1971
842,10
843,1871
844,1876
845,508
846,1571
847,1434
848,1567
849,1612
850,297
851,1787
852,1667
853,1829
854,231
855,598
856,256
857,49
858,1956
859,676
860,1545
861,917
862,167
863,2060
864,836
865,101
866,808
867,433
868,1299
869,105
870,628
871,1978
872,14
873,373
874,1845
875,1323
876,1030
877,345
878,1658
879,436
880,733
881,998
882,572
883,1873
884,958
885,913
886,433
887,1404
888,56
889,155
890,258
891,1874
892,1694
893,407
894,624
895,808
896,1760
897,79
898,1956
899,345
900,1632
901,1563
902,1671
903,90
904,965
905,345
906,1972
907,932
908,208
909,2038
910,633
911,30
912,1846
913,836
914,983
915,1205
916,439
917,903
918,357
919,1494
920,1720
921,511
922,1986
923,2051
924,1257
925,1641
926,409
927,159
928,648
929,1400
930,1493
931,97
932,818
933,1620
934,1631
935,1876
936,1877
937,919
938,1437
939,1578
940,436
941,455
942,398
943,883
944,746
945,805
946,719
947,590
948,805
949,1476
950,1876
951,159
952,479
953,2030
954,1525
955,1909
956,77
957,1502
958,1844
959,1480
960,917
961,330
962,1013
963,905
964,533
965,1971
966,210
967,1913
968,235
969,1476
970,472
971,508
972,549
973,624
974,27
975,923
976,1671
977,1578
978,1689
979,481
980,122
981,475
982,1092
983,787
984,1852
985,1924
986,1714
987,1210
988,452
989,1631
990,959
991,1210
992,1725
993,1315
994,884
995,625
996,924
997,1739
998,595
