0.8209481 -2.3135808 0.16749978 1.5184407 -0.7830911 1.0001986 0.21601804 0.92381936 -1.4186463 -0.55775225 -0.5499039 1.244402 -0.0015034067 0.2865109 -1.9538982 0.5114679 -0.41134033 0.44032937 1.5435077 -0.70971996 1.073954 -0.24642882 0.74462795 -0.6504936 -0.8278211 -0.5146849 0.026525486 0.25690103 -0.025338668 0.01837987 0.20757933 1.9536674 1.4356031 -0.5199912 0.6494198 -0.99903333 -0.003387457 0.8705351 0.6898709 0.43735793 -1.1633136 1.1536417 -0.17949438 -0.764248 0.481087 -1.2216613 -0.70946366 -1.3829306,0
0.01834137 0.0040956805 0.5827533 1.1600705 -0.3077007 0.5421567 -0.47182384 -1.0095415 -0.6874911 0.28623053 -0.13305548 1.297353 0.9638355 1.5601702 1.1933305 -0.7209078 0.51509345 0.5336975 1.2426747 -1.2287766 -1.1684068 -0.36733854 -0.4077124 0.47640634 -0.90899307 -0.61940193 -0.70081306 0.671704 -1.424766 -0.6803564 -1.2565683 0.78768903 0.89680815 -0.8338524 -1.1359837 0.8342042 -0.41723874 -1.1625044 -0.4942099 0.32214445 -0.23262197 -0.8866348 1.1605 -1.1175708 0.00530976 -0.011241061 0.5223962 0.25433415,1
-1.0277842 1.819091 0.46184105 0.20855115 0.88610566 1.0598751 -0.98371893 -2.0718813 0.312348 -0.94500387 -1.9722548 1.3970654 -0.058451593 -0.12843713 -0.84138507 -1.3313493 -1.0040419 -0.77774495 -0.41021723 -0.7265247 2.1786985 2.174063 -1.4219418 0.5303219 -0.5561088 -0.8265496 -0.3687392 -0.2856485 0.44518542 1.5869173 0.13521925 2.042667 -0.42416528 -2.0022686 -0.25533012 2.7076972 1.2692436 1.5078708 -0.11198039 1.0088154 1.9506526 -1.4414369 1.0080926 -1.4863169 -0.71217716 -0.39347768 0.29947752 -0.33271042,2
0.94668984 1.6371804 -1.440022 -0.7003822 0.1086494 0.6403203 -0.7926369 0.14859244 -0.21813978 -0.872556 0.46297455 1.2509682 -1.385504 -0.5696308 -0.38641742 0.6197149 0.7445616 -1.4559438 -0.20429584 1.1977472 0.17118566 0.11258276 -0.8693163 -1.8900255 0.79542696 -1.7659491 -0.39299923 -0.015387461 -0.15962812 -1.3006622 -2.2809227 -1.1756524 0.1270778 0.17562717 -0.025088133 0.88314533 0.3007093 -2.0662978 -0.77180195 -0.29524186 0.037375104 -0.1693312 -1.4635022 -0.2866361 -1.8025165 -1.7665087 -1.1266569 0.39208984,3
0.0522594 -0.5012028 1.6301831 0.41344532 -0.24962112 -0.14625129 -1.5569394 -0.2510185 -0.45583063 1.7606986 -0.7668135 -0.22564012 -0.33926368 2.4839141 -0.6847775 1.2680117 0.51823896 -0.8539826 -0.59453183 1.5314497 0.8811656 -0.5961508 -0.09298825 -0.5472993 0.58443433 -0.4605378 0.53662425 -0.49176428 1.0428652 1.2889785 -0.37719914 1.3141447 0.17395487 -0.45551646 0.5284892 1.4994743 0.4470147 0.47419566 -1.660472 0.6456215 0.017216407 -0.37767997 -0.04561286 0.0674955 -0.17463218 0.93962854 0.14788876 -1.4252293,4
0.012718381 -0.07855373 1.2807138 1.2278951 0.8286399 -0.359203 -0.7596785 -0.51510143 2.0903828 -1.3897817 0.10544746 -2.494343 -0.68709284 -0.85419136 -2.2230573 1.4924145 0.4539585 -0.12227521 -2.0057132 -0.07903561 -0.6591359 -0.9436917 0.8775363 0.9125175 1.6263734 -0.54971117 -0.6524687 0.427165 0.7259189 0.65758467 -0.74396145 -1.5443481 0.10012917 -2.000274 -0.75642943 -0.9780082 -0.74040043 -1.4307572 -0.81532335 -0.32510146 0.658162 0.27975196 -0.96305704 -0.0037982974 -1.41819 -1.169847 0.7795714 -1.5486792,5
0.62122196 0.4538002 -0.83312166 -1.6968265 0.9967703 -0.4742063 -1.2773054 1.3090746 -2.3742776 -3.2101462 0.57316977 -0.1329633 0.5466143 -0.35781074 -1.5584351 -0.15721563 1.0519012 -0.51482975 -2.3936052 0.62721133 0.21755438 -1.935943 0.79050386 1.6103764 -2.679374 0.9770024 -0.017525533 1.46585 -2.5402634 2.3174286 -0.35621893 1.9778059 0.32500833 -0.6886718 0.640017 0.20831598 -0.14482494 0.06581464 1.2135378 -1.5130559 -0.4846142 -0.7566298 1.0340953 -0.76637423 0.40161568 -0.37015724 0.13752957 1.0139768,6
-0.46694648 2.4325554 -2.0820863 0.01869325 0.13859324 -0.65780926 0.022748603 0.010345307 0.93387264 0.6199921 -1.3327554 -0.6267845 -0.89590317 0.7242664 -0.515113 -0.19836591 -0.45920134 0.69574434 -0.9827038 -0.24730796 0.24983923 0.33504185 -2.5838664 -1.9154361 -0.4331801 0.36206537 0.90820265 -0.25564724 0.07970524 -1.3857527 0.8958316 -1.3540688 -1.048641 -1.9717777 -1.4071847 0.085460655 -0.39190102 0.42749026 -0.013191613 -0.2724275 -1.0180883 -0.09023976 0.33151096 1.4940189 0.8054337 0.18253312 -1.284243 -1.4616598,7
0.39649534 1.5388657 0.2521438 -1.9091867 -0.84956694 1.0272044 -1.0795561 0.0030646191 -0.17572944 -1.0788898 0.57425594 -0.8258503 0.033176247 -0.7524943 -0.40898743 0.7010822 0.9709423 -1.0006202 -1.0270151 1.0530709 0.06254144 -0.41984954 0.13778931 -0.30643517 -0.32261935 -0.14967464 1.6663262 -0.20346947 -1.458828 -1.0731509 0.45577857 -0.17331916 -0.7510241 1.13694 -1.3386923 1.6180372 -0.8654862 -0.7867271 -0.052428458 -0.53779787 -0.20492393 0.07699028 0.17979906 0.26278743 0.55451727 0.45714095 -1.7488594 -0.43083423,8
0.33069652 0.26009765 -1.0888474 0.34686688 -0.15453379 -1.1446756 -0.11612249 -1.8597465 0.20114234 -0.555157 0.50969154 0.2963892 1.5711185 -0.6747584 0.74733543 0.29322505 0.24338593 -0.5171866 -0.23515348 -1.184154 -1.2405457 0.948908 -0.76637584 1.5176457 -1.8850957 1.1682925 0.62828517 -0.075328484 1.3458799 0.13324688 -1.4532074 -0.49730945 -0.45485207 -0.26160118 1.4787271 0.5737259 0.13270517 -1.4612739 -0.13882528 -1.0827055 -0.53033614 0.3032398 -0.989993 -0.4832657 0.52856326 0.6815153 0.66205215 1.7120541,9
1.9427754 0.44946238 -0.46760666 0.7275694 -0.9151914 0.68415785 1.4141831 -0.5085869 -0.44250956 -1.0732784 -0.38917428 -0.63926435 -0.25338095 1.1702652 0.088567086 -0.51831377 -1.1056495 0.6577889 -1.6719021 -0.031147879 0.62097055 0.9199434 0.70777404 0.6404137 0.35827795 -0.43048906 -0.8830384 0.43092474 -1.2813334 2.556536 0.03637602 -0.09052966 -1.6988841 1.0733601 0.85155916 1.3053433 0.91710484 -0.2856326 0.39645016 -0.88421154 -0.8610976 0.23902027 -0.26815274 -1.0692999 -0.19452722 0.20297557 0.24722116 -0.38793448,10
0.07995702 -0.51643574 0.025750685 -1.5349301 0.6161324 2.422021 -0.26425228 -0.11576591 0.9296095 0.786908 0.50343007 -0.726201 0.24028353 -0.81893533 -0.7843746 -0.280837 1.1076142 0.63758564 1.680251 -0.60078216 -1.2605585 0.086861916 -0.84765995 1.1722924 -0.60629755 0.51582587 0.37684572 -0.39607063 0.278724 1.0601244 -0.8964046 0.66007257 -0.51603377 -0.56684816 0.5475881 1.6020477 1.8872805 -0.1855571 1.4521244 0.41240418 -0.5906831 -0.9633373 0.5097231 -0.1279232 0.4916471 1.0833175 0.52519536 -0.7619167,11
-0.7326038 0.53779596 -0.0740972 0.7597586 0.31731945 0.042688347 1.1966608 0.17898986 -0.5839944 -0.0020399047 -0.7748347 0.54657274 -1.2982451 0.43860805 -0.6242445 0.7515221 -0.48367226 -0.29929006 0.9018347 -0.7075272 0.01593261 1.3538212 1.5719687 -0.7826003 -0.037959725 -0.32072183 1.5685998 -0.070368335 0.99951726 0.8151822 -0.35958174 -1.9720461 0.18658158 -0.062222656 1.2393699 -0.7549273 0.46825957 0.9374743 1.0198957 1.0533553 1.5532106 -1.4484875 0.4843136 -1.2179013 0.46821085 -0.30076736 -0.9642581 -0.43045163,12
